,text,n_tokens
299,DataMap - onbeforemodelchange    데이터 값이 변경되기 직전에 발생.    DataCollection    onbeforemodelchange_DataMap,31
300,GridView - contextMenu & autoFit    GridView의 컨텍스트 메뉴를 이용하여 컬럼 폭을 조정.     GridView    contextMenu_autoFit_GridView,42
301,GridView - contextMenu    사용자가 GridView 위에서 마우스 우클릭할 경우 컨텍스트 메뉴를 표시.     GridView    contextMenu_GridView,43
302,GridView - contextMenuAltClick    Alt 키 + 마우스 좌클릭을 통해 GridView의 컨텍스트 메뉴를 표시.     GridView    contextMenuAltClick_GridView,49
303,TreeView - showCheckbox & setShowCheckBox()    TreeView의 각 노드에 체크박스를 표시.     TreeView    showCheckbox_setShowCheckBox_TreeView,41
304,"TreeView - showCheckbox & hierarchy    부모 노드의 체크박스를 선택하여 하위 노드 전체를 선택. 
    TreeView    showCheckbox_hierarchy_TreeView",45
305,GridView - autoFit    전체 컬럼 혹은 마지막 컬럼의 폭을 조절하여 GridView 전체 너비를 채움.    GridView    autoFit_GridView,50
306,"GridView - autoFit & autoFitMinWidth    GridView의 너비가 특정 값 이상인 경우, 컬럼 폭을 조절하여 GridView의 전체 너비를 채움.     GridView    autoFit_autoFitMinWidth_GridView",62
307,"GridView - setAutoFit() & clearAutoFit()    GridView의 autoFit 속성을 적용하거나 취소. 
    GridView    setAutoFit_clearAutoFit_GridView",42
308,Group - Styling    Group 컴포넌트 스타일링 팁.     Group    styling_Group,29
309,TableLayout - Introduction    TableLayout 소개.     TableLayout    introduction_TableLayout,18
310,"TableLayout - adaptive=""layout"" & adaptiveThreshold    적응형 웹 적용.     TableLayout    adaptive_adaptiveThreshold_TableLayout",33
311,TextBox - tagname    HTML 태그 사용.    TextBox    tagname_TextBox,18
312,$p - executeSubmission() & DataList & GridView    GridView와 바인딩된 DataList에 원격지의 데이터를 로딩.     $p    executeSubmission_$p_DataList_GridView,45
313,SelectBox - depthColumn    계층 구조의 데이터를 선택 항목으로 표시.     SelectBox    depthColumn_SelectBox,32
314,WebSquare.logger - enableContextMenu() & disableContextMenu()    디버깅 메뉴를 동적으로 허용하거나 차단.     WebSquare.logger    enableContextMenu_disableContextMenu_WebSquare_logger,51
315,Accordion - enterKeyPanelToggle    Enter 키를 이용하여 패널을 열고 닫기.    Accordion    enterKeyPanelToggle_Accordion,37
316,TextArea - showPlaceHolderOnReadOnly    읽기 전용 모드 혹은 비활성화 상태에서도 placeholder를 표시.     TextArea    showPlaceHolderOnReadOnly_TextArea,43
317,InputCalendar - disableDate()    공휴일을 포함한 지정한 날짜들을 비활성화.     InputCalendar    disableDate_InputCalendar,40
318,GridView - dataDragSelect & useShiftKey to copy    마우스 드래깅 혹은 Shift 키를 사용하여 여러 셀들을 선택한 후 다른 GridView로 복사하기.     GridView    dataDragSelect_useShiftKey_to_copy_GridView,61
319,GridView - onscrollstart & alwaysTriggerScrollStart    onscrollstart 이벤트는 세로 스크롤이 GridView 상단에 닿을 때 발생.     GridView    onscrollstart_alwaysTriggerScrollStart_GridView,54
320,"Spinner - autoFocus & nextTabID & dataType=""date"" & dateIncrementType    날짜를 입력할 경우, nextTabID 컴포넌트로 포커스를 이동.     Spinner    autoFocus_nextTabID_dataType_dateIncrementType_Spinner",62
321,"AutoComplete - autoFocus & nextTabID    선택 목록의 값과 일치하는 값이 입력될 경우, nextTabID 컴포넌트로 포커스를 이동.    AutoComplete    autoFocus_nextTabID_AutoComplete",58
322,Page - initScript    페이지 로딩 직후 실행되며 scwin.onpageload 이전에 실행.     Page    initScript_Page,33
323,Page - postScript    페이지 로딩 시 scwin.onpageload 스크립트가 실행된 후에 실행.     Page    postScript_Page,35
324,TabControl - onscrollleftbtnclick & onscrollrightbtnclick & onsubmenubtnclick    사용자가 스크롤 바의 버튼 중 하나를 클릭할 때 발생.     TabControl    onscrollleftbtnclick_onscrollrightbtnclick_onsubmenubtnclick_TabControl,75
325,GridView - advancedExcelUpload() & options.decimal & options.applyDecimal    Excel 파일의 소수점 데이터를 Excel 표시 형식(“일반” 혹은 “숫자”)에 상관 없이 반올림하여 GridView로 업로드.    GridView    advancedExcelUpload_decimal_applyDecimal_GridView,76
326,"Page - script execution sequence    WFrame이 중첩된 경우 onpageload, initScript, postScript 실행 순서.    Page    script_execution_sequence_Page",35
327,Page - onpageload    페이지 로딩 직후 발생하는 이벤트.  페이지 로딩 직후 실행할 함수를 정의. (scwin.onpageload)    Page    onpageload_Page,52
328,"gridView.column - inputType=""drilldown""    GridView 특정 컬럼의 inputType을 “drilldown”으로 설정.     gridView.column    inputType_drilldown_gridView_column",45
329,TextBox - tooltipDisplay & tooltipShowAlways    (데이터 길이가 짧아서 화면에 모두 표시되는 경우에도) 항상 툴팁을 표시.    TextBox    tooltipDisplay_tooltipShowAlways_TextBox,59
330,WFrame - onpageload execution sequence    WFrame이 중첩된 경우 scwin.onpageload 실행 순서.    WFrame    onpageload_execution_sequence_WFrame,38
331,"gridView.column = inputType=""checkbox"" & checkHeaderOnviewchange    헤더의 체크박스를 선택할 경우, 선택되거나 선택 해제되는 행의 개수만큼 onveiwchange 이벤트를 발생.     GridView    inputType_checkbox_checkHeaderOnviewchange_gridView_column",76
332,$p - getSubmission() & subObj.setRequestHeader()    각 Submission 별로 requestHeader를 설정.     $p    setRequestHeader_getSubmission_$p,33
333,"SelectBox - depthColumnHeight & depthColumnWidth    계층 구조의 선택 항목을 표시할 경우, 선택 목록의 높이 및 너비를 지정.    SelectBox    depthColumnHeight_depthColumnWidth_SelectBox",59
334,Accordion - getOpenPanelListInfo()    현재 열려 있는 모든 패널들의 속성을 반환.     Accordion    getOpenPanelListInfo_Accordion,42
335,Accordion - getOpenPanelInfo()    현재 열린 패널 중 첫 번째 혹은 지정한 인덱스에 해당하는 패널의 속성을 반환.    Accordion    getOpenPanelInfo_Accordion,58
336,SearchBox - setRef()    ref 속성(바인딩하는 DataMap의 key 혹은 DataList의 column)을 직접 설정.      SearchBox    setRef_SearchBox,45
337,LinkedDataList - setColumnFilter()    LinkedDataList의 데이터를 필터링.    DataCollection    setColumnFilter_LinkedDataList,31
338,IFrame - spa & spaReplaceHistory    IFrame 내부의 앞으로 가기 및 뒤로 가기 동작 금지.    IFrame    spa_spaReplaceHistory_IFrame,45
339,WindowContainer - frameMode & spaReplaceHistory    IFrame 윈도우 내부의 앞으로 가기 및 뒤로 가기 동작 금지.    WindowContainer    frameMode_spaReplaceHistory_WindowContainer,51
340,InputCalendar - dayMoveFixed    특정 일 선택 후 월이나 연도를 이동해도 현재 선택한 일을 유지.    InputCalendar    dayMoveFixed_InputCalendar,44
341,ScheduleCalendar - editable    마우스 드래그-앤-드롭을 통해 일정의 시작일 및 종료일을 변경.    ScheduleCalendar    editable_ScheduleCalendar,44
342,ScheduleCalendar - selectable    특정 날짜를 클릭하거나 여러 날짜를 드래깅하여 스케줄 정보를 입력.     ScheduleCalendar    selectable_ScheduleCalendar,52
343,WebSqsuare.util - multipleExcelDownload() & options.multipleSheet    여러 GridView를 하나의 Excel 시트로 다운로드.    WebSquare.util    multipleExcelDownload_multipleSheet_WebSquare_util,47
344,GridView - useHeaderContextMenu & contextMenu    헤더를 우클릭할 때 컨텍스트 메뉴를 표시.     GridView    useHeaderContextMenu_contextMenu_GridView,47
345,GridView - oncontextopen    그리드뷰의 컨텍스트 메뉴가 표시될 때 발생.    GridView    oncontextopen_GridView,40
346,Spinner - title    HTML <title> 태그 속성 값을 정의.    Spinner    title_Spinner,25
347,DataMap - onkeyset    set() 함수를 사용하여 특정 key에 값을 설정할 때 발생.    DataCollection    onkeyset_DataMap,35
348,"SelectBox - valueNotInList & emptyItem    setValue() 함수로 설정하는 값이 선택 항목 목록에 없는 경우, 처리 방법을 설정.    SelectBox    valueNotInList_emptyItem_SelectBox",50
349,"GridView - advancedExcelDownload() & options.xxxFontBold    header, body, subTotal, footer 텍스트에 font-weight: bold 스타일을 적용.     GridView    advancedExcelDownload_xxxFontBold",48
350,GridView - setCellClass()    특정 GridView 셀에 지정한 CSS 스타일을 적용.     GridView    setCellClass_GridView,38
351,GridView - advancedExcelDownload() & options.useStyle    setCellClass() 함수로 적용한 CSS 스타일을 다운로드한 Excel 파일에서도 유지.    GridView    advancedExcelDownload_useStyle_GridView,51
352,LinkedDataList - Create    WebSquare5 Studio 에서 LinkedDataList 생성하기.    DataCollection    create_LinkedDataList,27
353,LinkedDataList - Recommended Use    LinkedDataList의 권장 사용법.    DataCollection    recommended_use_LinkedDataList,29
354,"WindowContainer - changeActiveWindow    네임레이어의 스크롤 버튼을 클릭하여, 윈도우를 선택하고 활성화. 
    WindowContainer    changeActiveWindow_WindowContainer",52
355,MultiSelect - onrowclick    선택 목록의 항목을 선택할 때 발생.    MultiSelect    onrowclick_MultiSelect,32
356,"AutoComplete - showChooseOption() & changeChooseOption()    chooseOptionLabel 속성으로 정의한 값을 선택 목록에 표시하기, 숨기기, 변경하기.     AutoComplete    showChooseOption_changeChooseOption_AutoComplete",55
357,AutoComplete - displayModeSync    편집 모드에서도 displayMode 속성 설정값에 따라 value 및/혹은 label 값을 표시.    AutoComplete    displayModeSync_AutoComplete,50
358,ScheduleCalendar - addSchedule()    스케줄 추가.     ScheduleCalendar    addSchedule_ScheduleCalendar,25
359,"ScheduleCalendar - dataList & titleColumn & idColumn & startColumn & endColumn    DataList를 생성 후, 해당 DataList를 ScheduleCalendar와 바인딩하여 스케줄 데이터를 추가.    ScheduleCalendar    dataList_titleColumn_idColumn_startColumn_endColumn_ScheduleCalendar",62
360,GridView - noSelect    마우스 드래깅을 통한 셀 텍스트 선택 방지.    GridView    noSelect_GridView,34
361,ScheduleCalendar - onaddschedule & onmoveschedule    스케줄을 추가하거나 이동할 때 발생.    ScheduleCalendar    onaddschedule_onmoveschedule_ScheduleCalendar,43
362,"GridView - hideSortIconOnNoData    GridView에 데이터가 없을 경우, 헤더에 표시되는 정렬 버튼을 숨김.    GridView    hideSortIconOnNoData_GridView",50
363,"GridView - hideFilterIconOnNoData    GridView에 데이터가 없을 경우, 헤더에 표시되는 필터링 버튼을 숨김.    GridView    hideFilterIconOnNoData_GridView",51
364,"GridView - ctrlShiftKey    Ctrl 키와 Shift 키를 함께 사용할 때, 제일 마지막에 선택된 행을 기준으로 useShiftKey=""true"" 속성 설정을 적용.
    GridView    ctrlShiftKey_GridView",61
365,Trigger - tooltipShowPositionX & tooltipShowPositionY    툴팁 텍스트를 표시할 위치를 지정.     Trigger    tooltipShowPositionX_tooltipShowPositionY_Trigger,43
366,"GridView - ondateselect & onmonthselect & onyearselect    inputType=""calendar""일 때 달력에서 날짜, 연도, 월 선택 시 발생.     GridView    ondateselect_onmonthselect_onyearselect_GridView",54
367,InputCalendar - showToday    클릭할 경우 현재 날짜를 선택해주는 Today 버튼을 숨기거나 표시.     InputCalendar    showToday_InputCalendar,43
368,UDC - create (SP5)    사용자 정의 컴포넌트 (UDC) 생성. (SP5)    _UDC    create_UDC_SP5,41
369,$p - dynamicCreate() & UDC (SP5)    동적으로 사용자 정의 컴포넌트(UDC)를 생성.    $p    dynamicCreate_$p_UDC,46
370,Generator - insertChild() & UDC    Generator를 통해 사용자 정의 컴포넌트(UDC)를 생성.    Generator    insertChild_Generator_UDC,42
371,UDC - proprty (SP5)    UDC의 속성을 구현하고 실제 사용하기. (SP5)    _UDC    property_UDC_SP5,43
372,UDC - method (SP5)    UDC의 함수를 구현하고 실제 사용하기. (SP5)    _UDC    method_UDC_SP5,39
373,UDC - event (SP5)    UDC의 이벤트를 구현하고 실제 사용하기. (SP5)    _UDC    event_UDC_SP5,42
374,GridView - setVisibleRowNum()    화면에 표시할 행 수를 설정하는 visibleRowNum 속성 값을 동적으로 설정.    GridView    setVisibleRowNum_GridView,42
375,Upload - clickOpenFileDialog    파일 입력 부분을 클릭해서 파일 탐색기를 열기.     Upload    clickOpenFileDialog_Upload,33
376,Upload - openFileDialog()    파일 탐색기 열기.     Upload    openFileDialog_Upload,20
377,$p - dynamicCreate()    동적으로 웹스퀘어 컴포넌트를 생성.     $p    dynamicCreate_$p,36
378,GridView - advancedExcelUpload() & options.sheetName    Excel 파일의 특정 시트만 GridView로 업로드.     GridView    advancedExcelUpload_sheetName_GridView,38
379,"config.xml - console & errorConsole    정상 로그와 오류 로그를 모두 출력하거나, 오류 로그만 출력.     _config_xml    console_errorConsole_config_xml",43
380,config.xml - escape    HTML 특수문자를 출력하기 위한 escape 옵션 설정 및 기본 값 변경.     _config_xml    escape_config_xml,38
381,"GridView - advancedExcelDownload() & options.useStyle & options.headerFontBold    헤더를 굵게 표시하여 Excel 파일로 다운로드. 
    GridView    advancedExcelDownload_useStyle_headerFontBold_GridView",52
382,"Accordion - independentPanel    한 패널을 연 후에 다른 패널을 열 경우, 처음 연 패널(들)을 열린 채로 유지.    Accordion    independentPanel_Accordion",57
383,GridView - setCellDisabled()    필터에 의해 숨겨진 셀을 포함한 특정 셀을 비활성화.    GridView    setCellDisabled_GridView,47
384,GridView - setCellBackgroundColor()    필터에 의해 숨겨진 셀을 포함한 특정 셀의 배경색을 설정.    GridView    setCellBackgroundColor_GridView,47
385,GridView - setRowBackgroundColor()    필터에 의해 숨겨진 행을 포함한 특정 행의 배경색을 설정.    GridView    setRowBackgroundColor_GridView,45
386,"gridView.column - inputType=""checkbox""    행 선택용 inputType=""checkbox"" 컬럼을 추가한 후, 체크박스로 선택한 행을 삭제(delete/remove).     GridView    inputType_checkbox_gridView_column",53
387,InputBox - Masking    숫자 및 알파벳을 마스킹하는 방법 및 마스킹 방향 설정 방법 설명.    InputBox    masking_InputBox,49
388,"GridView - Load, Add, Remove, Delete, Initilize & View    데이터 로딩, 추가, 제거, 삭제, 초기화, 반환.    GridView    load_add_remove_delete_initilize_view_GridView",46
389,"gridView.column - inputType=""expression"" & footer    푸터 행을 추가한 후 합계, 최소값, 최대값, 평균 등의 값을 표시.     GridView    inputType_expression_footer_gridView_column",56
390,Pivot - allTotalName & grandTotalName    총 합계의 라벨 값을 지정 ? (1) 행의 합계 & (2) 열의 합계.     Pivot    allTotalName_grandTotalName_Pivot,61
391,Pivot - pivotExcelDownload()    Pivot을 Excel 파일로 다운로드.     Pivot    pivotExcelDownload_Pivot,26
392,Pivot - pivotExcelUpload()    Excel 파일을 Pivot으로 업로드.     Pivot    pivotExcelUpload_Pivot,26
393,GridView - advancedExcelDownload()    GridView를 Excel 파일로 다운로드.     GridView    advancedExcelDownload_GridView,25
394,GridView - subTotal    SuboTotal 행(들)을 GridView에 추가.     GridView    subTotal_GridView,25
395,GridView - footer    Footer 행을 GridView에 추가.     GridView    footer_GridView,18
396,GridView - getFooterData()    지정한 Footer 컬럼의 값을 반환.     GridView    getFooterData_GridView,27
397,GridView - setSubtotalVisible()    subtotal 행들을 표시하거나 숨기기.     GridView    setSubtotalVisible_GridView,33
398,"Pivot - showGrandTotal & grandTotalDisplayType    총 합계 표시 위치 설정 ? (1) 우측, (2) 하단, (3) 우측 & 하단.     Pivot    showGrandTotal_grandTotalDisplayType_Pivot",67
399,Generator - insertChild()    WebSquare5 컴포넌트(들)을 동적으로 생성.     Generator    insertChild_Generator,34
400,WindowContainer - setFocus()    인덱스나 ID로 윈도우를 지정하여 해당 윈도우에 포커스 주기.     WindowContainer    setFocus_WindowContainer,44
401,$p - getPopupWindow()    주어진 ID에 해당하는 팝업 윈도우를 오브젝트로 반환하고 해당 팝업에 접근.     $p    getPopupWindow_$p,53
402,$p - getPopupWindowList()    현재 열려 있는 팝업 윈도우 목록을 반환하고 각 팝업에 접근.     $p    getPopupWindowList_$p,52
403,Pivot - showGrandTotal    총 합계를 표시하거나 숨기기.     Pivot    showGrandTotal_Pivot,34
404,GridView - setDataType() & getDataType()    GridView 컬럼의 dataType 속성을 확인하거나 변경.     GridView    setDataType_getDataType_GridView,36
405,dataList.column - importFormatter    DataList 컬럼의 데이터를  함수를 통해 변경.     DataCollection    importFormatter_dataList_column,33
406,InputBox - maskFormat & applyFormat & displayFormat    입력하는 숫자의 마스킹 방향 설정.     InputBox    maskFormat_applyFormat_displayFormat_InputBox,39
407,"gridView.column - customFormatter    GridView 특정 컬럼의 데이터 표시 형식을 함수를 통해 설정. (단, 해당 컬럼의 inputType이 ""text"", ""link"", ""textImage"", ""textarea"", ""select"", ""expression"", 혹은 ""spinner""인 경우에만 유효.)    gridView.column    customFormatter_gridView_column",88
408,gridView.column - displayFormat    GridView 컬럼의 데이터 표시 형식 설정.     gridView.column    displayFormat_gridView_column,31
409,gridView.column - displayFormatter    GridView 컬럼의 데이터 표시 형식을 함수를 통해 설정.     gridView.column    displayFormatter_gridView_column,37
410,GridView - advancedExcelDownload & options.colMerge & options.colMergeValue    셀 병합을 유지한 상태로 GridView를 Excel 파일로 다운로드.     GridView    advancedExcelDownload_colMerge_colMergeValue_GridView,53
411,config.xml - warningSync    동기 모드의 서브미션 사용을 경고. (비동기 모드 권장.)     _config_xml    warningSync_config_xml,42
412,WebSquare.date - toLunar() & toSolar()    음력 날짜 ↔ 양력 날짜 변환.     WebSquare.date    toLunar_toSolar_WebSquare_date,45
413,"$p - getAllPopupList()    현재 열려 있는 모든 (wframe, iframe, browser) 팝업 윈도우 객체를 반환.     $p    getAllPopupList_$p",45
414,"$p - getAllPopupWindowList()    현재 열려 있는 모든 (wframe, iframe, browser) 팝업 윈도우 목록을 반환하고 각 팝업에 접근.     $p    getAllPopupWindowList_$p",62
415,"GridView - advancedExcelUpload() & options.wframe & options.features & options.className    Excel 업로드 창을 WFram으로 생성하고 업로드 창의 속성을 지정. (이름, 크기 및 위치 등.)    GridView    advancedExcelUpload_wframe_features_className_GridView",70
416,GridView - oncellclick (2)    사용자가 GridView의 셀을 클릭할 때 발생.     GridView    oncellclick_2_GridView,36
417,"GridView - readCSV() & options.wframe & options.features & options.className    CSV 업로드 창을 WFram으로 생성하고 업로드 창의 속성을 지정. (이름, 크기 및 위치 등.)    GridView    readCSV_wframe_features_className_GridView",68
418,CheckComboBox - showCheckedTop & checkboxClickSync    선택한 항목들을 목록 상단에 표시.    CheckComboBox    showCheckedTop_checkboxClickSync_CheckComboBox,41
419,"SelectBox - depthColumnShowPath & depthColumnPathDelimiter    계층 구조의 선택 항목을 표시할 경우, 선택된 항목의 부모 목록을 모두 표시.    SelectBox    depthColumnShowPath_depthColumnPathDelimiter_SelectBox",65
420,GridView - setSortable()    정렬 기능(sortlabe=“true”)을 동적으로 설정.     GridView    setSortable_GridView,32
421,GridView - cellStatusVisible & cellStatusIconPosition    셀 데이터의 변경 여부를 표시.    GridView    cellStatusVisible_cellStatusIconPosition_GridView,36
422,"GridView - groupby() & options.showOnlyLastDepth    그룹핑을 수행할 경우, 마지막 단계만 표시.    GridView    groupby_showOnlyLastDepth_GridView",48
423,ScheduleCalendar - timeFormat    각 스케줄 항목의 시간 표시 형식 지정.    ScheduleCalendar    timeFormat_ScheduleCalendar,39
424,"InputCalendar - setIoFormat()    (1) 날짜 입력 형식, (2) 입력란의 날짜 출력 형식, (3) 달력의 날짜 출력 형식을 지정.    InputCalendar    setIoFormat_InputCalendar",64
425,"GridView - setColumnIoFormat() & inputType=""calendar""    inputType=""calendar"" 컬럼의 날짜 입력 순서 및 셀과 달력에 표시되는 날짜 표시 형식 지정.    gridView.column    inputType_calendar_setColumnIoFormat_gridView_column",74
426,Debugging - Event debugging    현재 화면의 이벤트 로그 확인.    _Debugging    Event_Debugging,28
427,GridView - hammerEnabled & hammerPressTime    모바일에서의 Press 이벤트를 PC의 더블- 클릭 이벤트와 같이 처리.     GridView    hammerEnabled_hammerPressTime_GridView,52
428,"GridView - drilldownToggle    inputType=""drilldown"" 컬럼의 목록을 Enter 키를 통해 열고 닫기.     GridView    drilldownToggleGridView",43
429,"GridView - drilldownToggle & hammerEnabled    모바일 기기에서 inputType=""drilldow"" 컬럼의 목록을 셀 터치를 통해 열고 닫기.     GridView    drilldownToggle_hammerEnabled_GridView",62
430,GridView - checkEditOnPaste    여러 개의 GridView 셀에 데이터 붙여 넣기.    GridView    checkEditOnPaste_GridView,33
431,AutoComplete - setDisplayMode()    displayMode 속성값을 동적으로 변경.    AutoComplete    setDisplayMode_AutoComplete,31
432,AutoComplete - setDelimiter()    delimiter 속성값을 동적으로 변경.    AutoComplete    setDelimiter_AutoComplete,28
433,Page - onbeforepageunload    페이지가 닫히기 전에 해당 페이지의 body 부분에서 발생.    Page    onbeforepageunload_body_Page,36
434,$p - openPopup() & options.fixPosition    생성한 (iframe/wframe) 팝업이 이동할 수 없도록 팝업의 위치를 고정.    $p    openPopup_fixPosition_$p,50
435,"WFrame - onbeforewframeunload    페이지가 닫히기 전, 해당 페이지의 WFrame에서 발생.    WFrame    onbeforewframeunload_Wframe",39
436,SelectBox - setDisplayMode()    displayMode 속성값을 동적으로 변경.    SelectBox    setDisplayMode_SelectBox,30
437,SelectBox - setDelimiter()    delimiter 속성값을 동적으로 변경.    SelectBox    setDelimiter_SelectBox,27
438,CheckComboBox - setDisplayMode()    displayMode 속성값을 동적으로 변경.    CheckComboBox    setDisplayMode_CheckComboBox,30
439,CheckComboBox - setDelimiter()    GridView 컬럼의 delimiter 속성값을 동적으로 변경.    CheckComboBox    setDelimiter_CheckComboBox,33
440,GridView - setDisplayMode()    GridView 컬럼의 displayMode 속성값을 동적으로 변경.    GridView    setDisplayMode_GridView,34
441,GridView - setDelimiter()    선택 항목 목록에 value와 label을 함께 표시할 때 사용하는 구분자(delimiter 속성)를 동적으로 변경.    GridView    setDelimiter_GridView,52
442,TreeView - spanAll()    트리 전체를 접고 펼치기.    TreeView    spanAll_TreeView,30
443,TreeView - spanNode()    트리의 특정 노드를 접고 펼치기.    TreeView    spanNode_TreeView,37
444,DataList - ondataload    DataList의 데이터가 새로 설정되거나 추가될 때 발생.     DataCollection    ondataload_DataList,36
445,DataList - onbeforecelldatachange    DataList와 바인딩된 GridView의 셀 데이터가 변경되기 직전에 발생.     DataCollection    onbeforecelldatachange_DataList,45
446,DataList - getRowCount()    DataList와 바인딩된 GridView에 현재 표시된 행의 수를 반환.     DataCollection    getRowCount_DataList,38
447,DataList - getCellData()    지정한 셀의 데이터를 반환.     DataCollection    getCellData_DataList,28
448,GridView - Column mapping    GridView의 각 컬럼을 다른 컴포넌트와 맵핑.    GridView    column_mapping_GridView,37
449,"$p - data.create() & dataList.setData() & WebSquare.util.multipleDataListDownload()    DataList들을 동적로 생성하고 생성한 DataList들에 데이터를 설정한 후, 해당 DataList들의 데이터를 Excel 파일로 다운로드.     $p    data_create_$p_setData_DataList_mutipleDataListDownload_WebSquare_util",79
450,WindowContainer - processMsgFrame & config.xml - processMsgFrameURL    WFrame 윈도우 내부에 표시할 서브미션 상태 메시지 소스를 변경.     WindowContainer    processMsgFrameURL_config_processMsgFrame_WindowContainer,58
451,GridView - Event adding example & onsort    GridView에 onsort 이벤트를 추가하는 예제.    GridView    adding_event_example_onsort_GridView,34
452,GridView - oncelldblclick    셀 더블-클릭 시 발생하는 이벤트를 GridView에 추가.     GridView    oncelldblclick_GridView,44
453,TabControl - processMsgFrame    서브미션 상태메시지를 WFrame 탭 내부에만 표시.    TabControl    processMsgFrame_TabControl,38
454,TabControl - processMsgFrame & config.xml - processMsgFrameURL    WFrame 탭 내부에 표시할 서브미션 상태 메시지 소스를 변경.     TabControl    processMsgFrameURL_config_processMsgFrame_TabControl,55
455,"GridView - dataDragSelect & dataDragSelectAutoScroll (2)    드래깅으로 셀을 선택할 때 마우스가 GridView 밖을 벗어나면 자동으로 스크롤을 수행. (대각선 방향 이동도 지원.)
    GridView    dataDragSelect_dataDragSelectAutoScroll_2_GridView",86
456,"$p - openPopup()    (1) WFrame 혹은 (2) IFrame을 사용하거나, (3) 새로운 브라우저를 통해 팝업을 생성. 
    $p    openPopup_$p",60
457,WindowContainer - processMsgFrame    서브미션 상태 메시지를 WFrame 윈도우 내부에만 표시.    WindowContainer    processMsgFrame_WindowContainer,41
458,WFrame - processMsgFrame & config.xml - processMsgFrameURL    WFrame 내부에 표시할 서브미션 상태 메시지 소스를 변경.     WFrame    processMsgFrameURL_config_processMsgFrame_WFrame,54
459,WFrame - processMsgFrame    서브미션 상태메시지를 WFrame 내부에만 표시.    WFrame    processMsgFrame_Wframe,37
